logg,Teff,Z,L/HP,aLSM,bLSM,aPCM,bPCM,chi2,Type,Mod
4.5,8800,0.0,2.0,0.167,0.2576,-0.0339,0.7156,0.1866,r,PC
5.0,8800,0.0,2.0,0.1761,0.2491,0.0248,0.5899,0.1522,r,PC
5.5,8800,0.0,2.0,0.1924,0.2318,0.0807,0.4802,0.0893,r,PC
6.0,8800,0.0,2.0,0.1706,0.2591,0.0832,0.4544,0.0822,r,PC
2.5,9000,0.0,2.0,0.1264,0.364,-0.1811,1.2996,0.3102,r,PC
3.0,9000,0.0,2.0,0.133,0.3259,-0.1893,1.1704,0.2919,r,PC
3.5,9000,0.0,2.0,0.1354,0.3052,-0.1632,1.0398,0.2882,r,PC
4.0,9000,0.0,2.0,0.1579,0.2582,-0.1084,0.8747,0.1788,r,PC
4.5,9000,0.0,2.0,0.1578,0.256,-0.0612,0.7545,0.1856,r,PC
5.0,9000,0.0,2.0,0.1676,0.2462,0.0122,0.5962,0.1525,r,PC
5.5,9000,0.0,2.0,0.1815,0.2323,0.0636,0.4945,0.0931,r,PC
6.0,9000,0.0,2.0,0.1679,0.2535,0.0795,0.4512,0.0852,r,PC
2.5,9200,0.0,2.0,0.1175,0.3775,-0.1819,1.309,0.3248,r,PC
3.0,9200,0.0,2.0,0.1277,0.3318,-0.1979,1.1933,0.2994,r,PC
3.5,9200,0.0,2.0,0.1309,0.3075,-0.1688,1.0464,0.2931,r,PC
4.0,9200,0.0,2.0,0.1531,0.2582,-0.1253,0.9041,0.1801,r,PC
4.5,9200,0.0,2.0,0.1519,0.2551,-0.0786,0.7796,0.1854,r,PC
5.0,9200,0.0,2.0,0.1587,0.2464,-0.0118,0.6296,0.1537,r,PC
5.5,9200,0.0,2.0,0.1715,0.2311,0.038,0.5268,0.0964,r,PC
6.0,9200,0.0,2.0,0.1668,0.2446,0.0772,0.4453,0.0875,r,PC
2.5,9400,0.0,2.0,0.107,0.394,-0.1828,1.3233,0.3418,r,PC
3.0,9400,0.0,2.0,0.1212,0.3405,-0.2027,1.2048,0.3099,r,PC
3.5,9400,0.0,2.0,0.126,0.3122,-0.1759,1.0602,0.2994,r,PC
4.0,9400,0.0,2.0,0.1496,0.2584,-0.1347,0.9185,0.1807,r,PC
4.5,9400,0.0,2.0,0.1477,0.254,-0.0876,0.7893,0.1854,r,PC
5.0,9400,0.0,2.0,0.1512,0.2452,-0.0314,0.6543,0.1536,r,PC
5.5,9400,0.0,2.0,0.1639,0.2298,0.0251,0.5373,0.0992,r,PC
6.0,9400,0.0,2.0,0.1602,0.2367,0.0696,0.4405,0.0938,r,PC
2.5,9600,0.0,2.0,0.0953,0.412,-0.1842,1.338,0.36,r,PC
3.0,9600,0.0,2.0,0.1136,0.3505,-0.2067,1.2126,0.3221,r,PC
3.5,9600,0.0,2.0,0.1212,0.3174,-0.1867,1.0847,0.3058,r,PC
4.0,9600,0.0,2.0,0.1464,0.2596,-0.1396,0.9245,0.1825,r,PC
4.5,9600,0.0,2.0,0.1443,0.2553,-0.0923,0.7942,0.1858,r,PC
5.0,9600,0.0,2.0,0.1459,0.2454,-0.0403,0.6627,0.1549,r,PC
5.5,9600,0.0,2.0,0.154,0.2347,0.0164,0.5412,0.1146,r,PC
6.0,9600,0.0,2.0,0.1613,0.2293,0.0696,0.4356,0.0961,r,PC
2.5,9800,0.0,2.0,0.0815,0.4327,-0.1865,1.3482,0.3814,r,PC
3.0,9800,0.0,2.0,0.1049,0.3627,-0.2114,1.2228,0.3365,r,PC
3.5,9800,0.0,2.0,0.115,0.3252,-0.195,1.1025,0.3157,r,PC
4.0,9800,0.0,2.0,0.1426,0.2628,-0.1435,0.929,0.1859,r,PC
4.5,9800,0.0,2.0,0.1399,0.2563,-0.0978,0.7981,0.1879,r,PC
5.0,9800,0.0,2.0,0.1416,0.2458,-0.046,0.6665,0.1565,r,PC
5.5,9800,0.0,2.0,0.1467,0.2347,0.0073,0.5453,0.1163,r,PC
6.0,9800,0.0,2.0,0.1541,0.2287,0.0616,0.4373,0.0993,r,PC
2.5,10000,0.0,2.0,0.122,0.3564,-0.1894,1.3573,0.2423,r,PC
3.0,10000,0.0,2.0,0.0955,0.3752,-0.2182,1.2382,0.3506,r,PC
3.5,10000,0.0,2.0,0.1345,0.2885,-0.2006,1.1122,0.2088,r,PC
4.0,10000,0.0,2.0,0.1381,0.2677,-0.1469,0.9329,0.1909,r,PC
4.5,10000,0.0,2.0,0.1364,0.2587,-0.1015,0.8017,0.1903,r,PC
5.0,10000,0.0,2.0,0.1375,0.2473,-0.0507,0.6699,0.159,r,PC
5.5,10000,0.0,2.0,0.1419,0.2355,0.0018,0.5477,0.1189,r,PC
6.0,10000,0.0,2.0,0.1486,0.2281,0.0555,0.4385,0.1021,r,PC
2.5,10200,0.0,2.0,0.11,0.3718,-0.1927,1.3703,0.2603,r,PC
3.0,10200,0.0,2.0,0.1232,0.3226,-0.2263,1.2566,0.2284,r,PC
3.5,10200,0.0,2.0,0.1284,0.2958,-0.2055,1.12,0.2173,r,PC
4.0,10200,0.0,2.0,0.1339,0.2722,-0.1503,0.9371,0.1953,r,PC
4.5,10200,0.0,2.0,0.1328,0.2617,-0.1048,0.8048,0.1936,r,PC
5.0,10200,0.0,2.0,0.1337,0.2496,-0.0546,0.6728,0.1623,r,PC
5.5,10200,0.0,2.0,0.1373,0.2369,-0.0031,0.5503,0.1219,r,PC
6.0,10200,0.0,2.0,0.1426,0.2289,0.0486,0.4415,0.1045,r,PC
2.5,10400,0.0,2.0,0.0979,0.3867,-0.197,1.383,0.2784,r,PC
3.0,10400,0.0,2.0,0.1142,0.3325,-0.2339,1.2707,0.2416,r,PC
3.5,10400,0.0,2.0,0.1219,0.3031,-0.2105,1.1264,0.2258,r,PC
4.0,10400,0.0,2.0,0.1292,0.2775,-0.1542,0.9421,0.2013,r,PC
4.5,10400,0.0,2.0,0.1291,0.2655,-0.108,0.8083,0.1975,r,PC
5.0,10400,0.0,2.0,0.1299,0.2525,-0.0579,0.6754,0.1665,r,PC
5.5,10400,0.0,2.0,0.1332,0.2389,-0.0072,0.5528,0.1251,r,PC
6.0,10400,0.0,2.0,0.1361,0.2308,0.0395,0.449,0.1067,r,PC
2.5,10600,0.0,2.0,0.0869,0.3995,-0.2021,1.393,0.2946,r,PC
3.0,10600,0.0,2.0,0.105,0.3422,-0.2411,1.281,0.2552,r,PC
3.5,10600,0.0,2.0,0.1147,0.3108,-0.2159,1.1326,0.2361,r,PC
4.0,10600,0.0,2.0,0.1238,0.2834,-0.1588,0.9479,0.2086,r,PC
4.5,10600,0.0,2.0,0.1251,0.2697,-0.1113,0.8122,0.2023,r,PC
5.0,10600,0.0,2.0,0.1262,0.2559,-0.0609,0.6781,0.1713,r,PC
5.5,10600,0.0,2.0,0.1294,0.2413,-0.0107,0.555,0.1287,r,PC
6.0,10600,0.0,2.0,0.1319,0.2322,0.0308,0.4602,0.1092,r,PC
2.5,10800,0.0,2.0,0.0763,0.4109,-0.208,1.4022,0.3105,r,PC
3.0,10800,0.0,2.0,0.096,0.3507,-0.2484,1.2902,0.2687,r,PC
3.5,10800,0.0,2.0,0.1072,0.3182,-0.2221,1.1398,0.247,r,PC
4.0,10800,0.0,2.0,0.1181,0.2892,-0.1675,0.9629,0.2162,r,PC
4.5,10800,0.0,2.0,0.1208,0.2742,-0.1148,0.8157,0.2078,r,PC
5.0,10800,0.0,2.0,0.1224,0.2597,-0.0639,0.6812,0.177,r,PC
5.5,10800,0.0,2.0,0.1256,0.2442,-0.0139,0.5574,0.1326,r,PC
6.0,10800,0.0,2.0,0.128,0.234,0.0238,0.4688,0.1118,r,PC
2.5,11000,0.0,2.0,0.0669,0.4202,-0.2142,1.4106,0.3247,r,PC
3.0,11000,0.0,2.0,0.0876,0.3578,-0.256,1.2994,0.2811,r,PC
3.5,11000,0.0,2.0,0.0998,0.3244,-0.2305,1.1525,0.2572,r,PC
4.0,11000,0.0,2.0,0.112,0.2949,-0.1819,0.9915,0.2246,r,PC
4.5,11000,0.0,2.0,0.1162,0.2788,-0.1218,0.8272,0.2139,r,PC
5.0,11000,0.0,2.0,0.1185,0.2638,-0.0668,0.6837,0.1834,r,PC
5.5,11000,0.0,2.0,0.122,0.2473,-0.017,0.5599,0.137,r,PC
6.0,11000,0.0,2.0,0.1243,0.2361,0.0183,0.4752,0.1142,r,PC
2.5,11200,0.0,2.0,0.0585,0.4278,-0.2203,1.4188,0.3373,r,PC
3.0,11200,0.0,2.0,0.0799,0.3632,-0.2637,1.3097,0.2922,r,PC
3.5,11200,0.0,2.0,0.0925,0.3298,-0.2433,1.1777,0.2681,r,PC
4.0,11200,0.0,2.0,0.1057,0.3002,-0.1942,1.0141,0.2338,r,PC
4.5,11200,0.0,2.0,0.1113,0.2832,-0.1388,0.8612,0.2204,r,PC
5.0,11200,0.0,2.0,0.1144,0.2678,-0.0702,0.6871,0.1905,r,PC
5.5,11200,0.0,2.0,0.1222,0.2441,-0.0198,0.5621,0.1216,r,PC
6.0,11200,0.0,2.0,0.1212,0.2412,0.0134,0.4848,0.1175,r,PC
2.5,11400,0.0,2.0,0.0506,0.435,-0.2253,1.4271,0.3489,r,PC
3.0,11400,0.0,2.0,0.0727,0.3674,-0.2726,1.3244,0.3028,r,PC
3.5,11400,0.0,2.0,0.0868,0.3284,-0.2485,1.171,0.2776,r,PC
4.0,11400,0.0,2.0,0.0997,0.3041,-0.2012,1.022,0.2421,r,PC
4.5,11400,0.0,2.0,0.1063,0.2872,-0.1507,0.8825,0.2271,r,PC
5.0,11400,0.0,2.0,0.1105,0.2716,-0.074,0.6917,0.1971,r,PC
5.5,11400,0.0,2.0,0.1194,0.2498,-0.021,0.5652,0.1251,r,PC
6.0,11400,0.0,2.0,0.118,0.2434,0.0095,0.4887,0.1195,r,PC
2.5,11600,0.0,2.0,0.0441,0.4402,-0.2292,1.4353,0.359,r,PC
3.0,11600,0.0,2.0,0.0665,0.3699,-0.2817,1.3416,0.3125,r,PC
3.5,11600,0.0,2.0,0.0811,0.3305,-0.2585,1.186,0.2854,r,PC
4.0,11600,0.0,2.0,0.0949,0.3001,-0.2069,1.0179,0.2507,r,PC
4.5,11600,0.0,2.0,0.1014,0.2903,-0.1568,0.8895,0.2332,r,PC
5.0,11600,0.0,2.0,0.107,0.2663,-0.0799,0.6908,0.205,r,PC
5.5,11600,0.0,2.0,0.1159,0.249,-0.0261,0.568,0.1268,r,PC
6.0,11600,0.0,2.0,0.1149,0.2455,0.0048,0.4946,0.1213,r,PC
2.5,11800,0.0,2.0,0.0384,0.4448,-0.2322,1.4433,0.3675,r,PC
3.0,11800,0.0,2.0,0.0612,0.3721,-0.2894,1.3547,0.3198,r,PC
3.5,11800,0.0,2.0,0.0742,0.3373,-0.2727,1.2211,0.2932,r,PC
4.0,11800,0.0,2.0,0.0899,0.3013,-0.2147,1.0263,0.2575,r,PC
4.5,11800,0.0,2.0,0.0964,0.2926,-0.1626,0.8946,0.2398,r,PC
5.0,11800,0.0,2.0,0.1032,0.2677,-0.0843,0.6939,0.2113,r,PC
5.5,11800,0.0,2.0,0.1133,0.2541,-0.0281,0.5726,0.1298,r,PC
6.0,11800,0.0,2.0,0.1123,0.2471,0.0025,0.4959,0.1226,r,PC
2.5,12000,0.0,2.0,0.0332,0.4492,-0.2346,1.4503,0.3758,r,PC
3.0,12000,0.0,2.0,0.0565,0.3729,-0.2967,1.3655,0.3266,r,PC
3.5,12000,0.0,2.0,0.0695,0.3374,-0.2804,1.23,0.2996,r,PC
4.0,12000,0.0,2.0,0.0853,0.3017,-0.2218,1.0331,0.2637,r,PC
4.5,12000,0.0,2.0,0.0918,0.2938,-0.1684,0.8991,0.2449,r,PC
5.0,12000,0.0,2.0,0.0996,0.2683,-0.0899,0.6995,0.217,r,PC
5.5,12000,0.0,2.0,0.1105,0.2555,-0.0342,0.5813,0.1316,r,PC
6.0,12000,0.0,2.0,0.1096,0.2485,-0.0022,0.5016,0.1237,r,PC
